"Date","count","run","byDay","year","doy","prop","cumul_prop","pred","tempF","tempC","incubDays","EmergDate"
2012-04-25,0,"winter",25,"2012",116,0,0,0.000786045223696248,50.7708333333333,10.4282407407407,89.8914388867251,115
2013-04-25,1,"winter",25,"2013",115,0.000591016548463357,0.000591016548463357,0.000738486504412202,52.5291666666667,11.4050925925926,80.693082906033,106
2014-04-25,0,"winter",25,"2014",115,0,0,0.00138318533771494,51.1541666666667,10.6412037037037,87.7575222441819,113
2015-04-25,0,"winter",25,"2015",115,0,0,0.00149943251199766,52.275,11.2638888888889,81.9335633649468,107
2016-04-25,0,"winter",25,"2016",116,0,0,0.00192879655893879,52.6291666666667,11.4606481481482,80.212682871809,105
2017-04-25,0,"winter",25,"2017",115,0,0,0.000602376680595123,49.6458333333333,9.80324074074074,96.6201976379644,122
2018-04-25,0,"winter",25,"2018",115,0,0,0.000297798485371834,51.8458333333333,11.025462962963,84.0935643247328,109
2019-04-25,1,"winter",25,"2019",115,0.00072463768115942,0.00072463768115942,0.00126053799562057,52.6458333333333,11.4699074074074,80.1330305091403,105
2020-04-25,0,"winter",25,"2020",116,0,0,0.000888098327566317,53.7791666666667,12.099537037037,74.9812803203992,100
2021-04-25,0,"winter",25,"2021",115,0,0,0.0014236803620356,55.925,13.2916666666667,66.4901251451967,91
2022-04-25,0,"winter",25,"2022",115,0,0,0.00127676179611651,52.8625,11.5902777777778,79.1081818512612,104
2023-04-25,0,"winter",25,"2023",115,0,0,0.001890906232218,49.7708333333333,9.87268518518519,95.8361658860886,121
2003-04-26,0,"winter",26,"2003",116,0,0,0.00151121204128925,50.3166666666667,10.1759259259259,92.5212012522204,119
2004-04-26,0,"winter",26,"2004",117,0,0.00363036303630363,0.00132381773246511,49.8583333333333,9.9212962962963,95.2929686741617,121
2005-04-26,0,"winter",26,"2005",116,0,0.000832639467110741,0.00136128869593575,50.3208333333333,10.1782407407407,92.4965568261584,118
2006-04-26,2,"winter",26,"2006",116,0.000300075018754689,0.000300075018754689,0.00232597922590847,49.1083333333333,9.50462962962963,100.102821525021,126
2007-04-26,0,"winter",26,"2007",116,0,0.000632511068943707,0.00175026671247033,53.0958333333333,11.7199074074074,78.0261819335661,104
2008-04-26,0,"winter",26,"2008",117,0,0,0.00306501715923191,48.6916666666667,9.27314814814815,102.932779675532,129
2009-04-26,0,"winter",26,"2009",116,0,0,0.00287255780379112,48.9416666666667,9.41203703703703,101.220729768008,127
2010-04-26,0,"winter",26,"2010",116,0,0,0.00314895326599036,49.6958333333333,9.83101851851852,96.3054425468127,122
2011-04-26,0,"winter",26,"2011",116,0,0,0.000839593623507169,50.8166666666667,10.4537037037037,89.6322531205611,116
2012-04-26,0,"winter",26,"2012",117,0,0,0.000865910102615511,50.3291666666667,10.1828703703704,92.4472972976878,118
2013-04-26,2,"winter",26,"2013",116,0.00118203309692671,0.00177304964539007,0.000813523189189244,52.3958333333333,11.3310185185185,81.3403109724423,107
2014-04-26,0,"winter",26,"2014",116,0,0,0.00152362917778703,51.0041666666667,10.5578703703704,88.5834548208055,115
2015-04-26,0,"winter",26,"2015",116,0,0,0.00165166016471308,52.0416666666667,11.1342592592593,83.0975405089432,109
2016-04-26,0,"winter",26,"2016",117,0,0,0.00212452200893668,52.7333333333333,11.5185185185185,79.7167821494056,106
2017-04-26,1,"winter",26,"2017",116,0.00699300699300699,0.00699300699300699,0.00066359260161917,50.2708333333333,10.150462962963,92.7929366494812,119
2018-04-26,3,"winter",26,"2018",116,0.0174418604651163,0.0174418604651163,0.000328072116061683,51.6083333333333,10.8935185185185,85.3255492851979,111
2019-04-26,1,"winter",26,"2019",116,0.00072463768115942,0.00144927536231884,0.00138854596588688,52.575,11.4305555555556,80.4723690959279,106
2020-04-26,0,"winter",26,"2020",117,0,0,0.000978321998184395,53.7291666666667,12.0717592592593,75.1980247277452,101
2021-04-26,0,"winter",26,"2021",116,0,0,0.00156822946931662,54.7666666666667,12.6481481481481,70.8844160812542,97
2022-04-26,1,"winter",26,"2022",116,0.000978473581213307,0.000978473581213307,0.00140641497762096,53.2083333333333,11.7824074074074,77.5123634682331,104
2023-04-26,0,"winter",26,"2023",116,0,0,0.00208279476891022,49.9416666666667,9.96759259259259,94.7798904357565,121
2003-04-27,0,"winter",27,"2003",117,0,0,0.00166463359944967,50.7208333333333,10.400462962963,90.1754621877295,117
2004-04-27,10,"winter",27,"2004",118,0.0033003300330033,0.00693069306930693,0.00145824239431515,49.7958333333333,9.88657407407407,95.680497031591,123
2005-04-27,3,"winter",27,"2005",117,0.000416319733555371,0.00124895920066611,0.00149951256547208,50.6208333333333,10.3449074074074,90.7475333976862,118
2006-04-27,4,"winter",27,"2006",117,0.000600150037509377,0.000900225056264066,0.00256190550042426,49.5625,9.75694444444444,97.1482048153153,124
2007-04-27,1,"winter",27,"2007",117,0.000632511068943707,0.00126502213788741,0.00192791076475839,50.0958333333333,10.0532407407407,93.8414820903896,121
2008-04-27,2,"winter",27,"2008",118,0.0016116035455278,0.0016116035455278,0.00337565111765408,48.9291666666667,9.40509259259259,101.305321497029,128
2009-04-27,0,"winter",27,"2009",117,0,0,0.00316374825374846,48.9958333333333,9.44212962962963,100.855378645694,128
2010-04-27,0,"winter",27,"2010",117,0,0,0.00346806440463535,49.3708333333333,9.65046296296296,98.3790523047394,125
2011-04-27,0,"winter",27,"2011",117,0,0,0.000924894166674106,49.6791666666667,9.82175925925926,96.4101909996959,123
2012-04-27,0,"winter",27,"2012",118,0,0,0.000953881779550919,50.4291666666667,10.2384259259259,91.8592182085022,119
2013-04-27,0,"winter",27,"2013",117,0,0.00177304964539007,0.000896177419268758,52.5583333333333,11.4212962962963,80.5525245067188,108
2014-04-27,0,"winter",27,"2014",117,0,0,0.00167830923195234,50.9458333333333,10.525462962963,88.9077801815771,116
2015-04-27,0,"winter",27,"2015",117,0,0,0.00181931434400763,52.425,11.3472222222222,81.1980707696446,108
2016-04-27,0,"winter",27,"2016",118,0,0,0.00234006221555042,53.4291666666667,11.9050925925926,76.5183052067121,104
2017-04-27,0,"winter",27,"2017",117,0,0.00699300699300699,0.00073102497826199,50.5458333333333,10.3032407407407,91.1801415614019,118
2018-04-27,0,"winter",27,"2018",117,0,0.0174418604651163,0.000361422194150253,51.35,10.75,86.6963735894437,114
2019-04-27,1,"winter",27,"2019",117,0.00072463768115942,0.00217391304347826,0.00152953327186678,52.4375,11.3541666666667,81.1372240746832,108
2020-04-27,0,"winter",27,"2020",118,0,0,0.00107770178345998,52.6666666666667,11.4814814814815,80.033630620702,107
2021-04-27,0,"winter",27,"2021",117,0,0,0.00172742954730158,55.2583333333333,12.9212962962963,68.9678943229938,96
2022-04-27,0,"winter",27,"2022",117,0,0.000978473581213307,0.00154921381560591,53.1666666666667,11.7592592592593,77.7020773640275,105
2023-04-27,0,"winter",27,"2023",117,0,0,0.00229411133323303,50.6541666666667,10.3634259259259,90.5562438516811,118
2003-04-28,0,"winter",28,"2003",118,0,0,0.0018336022475582,51.2416666666667,10.6898148148148,87.2810146589243,115
2004-04-28,3,"winter",28,"2004",119,0.00099009900990099,0.00792079207920792,0.00160629500891206,49.675,9.81944444444444,96.4364046281556,124
2005-04-28,0,"winter",28,"2005",118,0,0.00124895920066611,0.00165174833205284,50.6666666666667,10.3703703703704,90.4846650874781,118
2006-04-28,6,"winter",28,"2006",118,0.000900225056264066,0.00180045011252813,0.00282169431907183,49.8083333333333,9.89351851851852,95.6028038016088,124
2007-04-28,0,"winter",28,"2007",118,0,0.00126502213788741,0.00212354651966233,49.5833333333333,9.76851851851852,97.0158008390284,125
2008-04-28,0,"winter",28,"2008",119,0,0.0016116035455278,0.00371764986764375,49.0291666666667,9.46064814814815,100.631522643007,129
2009-04-28,0,"winter",28,"2009",118,0,0,0.00348435345805247,48.6791666666667,9.2662037037037,103.019511768698,131
2010-04-28,2,"winter",28,"2010",118,0.00282087447108604,0.00282087447108604,0.00381938997957672,49.3166666666667,9.62037037037037,98.7311111487069,127
2011-04-28,1,"winter",28,"2011",118,0.00272479564032698,0.00272479564032698,0.0010188521875505,50.825,10.4583333333333,89.5852480433415,118
2012-04-28,0,"winter",28,"2012",119,0,0,0.00105078149284606,50.2625,10.1458333333333,92.8424707817806,121
2013-04-28,1,"winter",28,"2013",118,0.000591016548463357,0.00236406619385343,0.000987221049834952,52.4166666666667,11.3425925925926,81.2386729991041,109
2014-04-28,0,"winter",28,"2014",118,0,0,0.00184866345476575,51.3625,10.7569444444444,86.6292905904526,115
2015-04-28,0,"winter",28,"2015",118,0,0,0.00200395234618987,52.7291666666667,11.5162037037037,79.7365303953993,108
2016-04-28,2,"winter",28,"2016",119,0.0116959064327485,0.0116959064327485,0.0025774132507437,53.7,12.0555555555556,75.3248901916632,103
2017-04-28,0,"winter",28,"2017",118,0,0.00699300699300699,0.000805304117750296,51.425,10.7916666666667,86.2950325032778,114
2018-04-28,0,"winter",28,"2018",118,0,0.0174418604651163,0.000398161114700361,51.0958333333333,10.6087962962963,88.0773498282241,116
2019-04-28,0,"winter",28,"2019",118,0,0.00217391304347826,0.00168481170299322,52.4916666666667,11.3842592592593,80.8743382737337,109
2020-04-28,0,"winter",28,"2020",119,0,0,0.00118716475751492,52.5083333333333,11.3935185185185,80.7937055427412,109
2021-04-28,0,"winter",28,"2021",118,0,0,0.00190276015003483,56.4541666666667,13.5856481481481,64.616601446761,93
2022-04-28,2,"winter",28,"2022",118,0.00195694716242661,0.00293542074363992,0.00170648680354311,53.2291666666667,11.7939814814815,77.4177651398504,105
2023-04-28,0,"winter",28,"2023",118,0,0,0.00252681340392028,50.6612113402062,10.3673396334479,90.515893562125,119
2003-04-29,0,"winter",29,"2003",119,0,0,0.00201968736202616,50.1479166666667,10.0821759259259,93.5275780165751,123
2004-04-29,0,"winter",29,"2004",120,0,0.00792079207920792,0.00176935249284918,49.5375,9.74305555555556,97.3074451653966,126
2005-04-29,0,"winter",29,"2005",119,0,0.00124895920066611,0.00181941144459223,50.6125,10.3402777777778,90.7954498242498,120
2006-04-29,6,"winter",29,"2006",119,0.000900225056264066,0.0027006751687922,0.00310774482034162,49.7916666666667,9.88425925925926,95.7064156743438,125
2007-04-29,2,"winter",29,"2007",119,0.00126502213788741,0.00253004427577483,0.00233898799144402,49.55,9.75,97.2277764325198,126
2008-04-29,0,"winter",29,"2008",120,0,0.0016116035455278,0.00409415534054185,48.9,9.38888888888889,101.503112159101,131
2009-04-29,0,"winter",29,"2009",119,0,0,0.00383732281000785,48.4375,9.13194444444444,104.717956964889,134
2010-04-29,3,"winter",29,"2010",119,0.00423131170662906,0.00705218617771509,0.00420615569464828,49.4875,9.71527777777778,97.6270944092544,127
2011-04-29,0,"winter",29,"2011",119,0,0.00272479564032698,0.00112234448018691,51.1875,10.6597222222222,87.5755396964985,117
2012-04-29,0,"winter",29,"2012",120,0,0,0.00115751332132171,50.7666666666667,10.4259259259259,89.9150565665592,119
2013-04-29,0,"winter",29,"2013",119,0,0.00236406619385343,0.00108750383343726,52.9583333333333,11.6435185185185,78.6611009709572,108
2014-04-29,0,"winter",29,"2014",119,0,0,0.00203627395402785,51.625,10.9027777777778,85.2382198888598,114
2015-04-29,0,"winter",29,"2015",119,0,0,0.00220728739528576,52.9291666666667,11.6273148148148,78.7967698298777,108
2016-04-29,1,"winter",29,"2016",120,0.00584795321637427,0.0175438596491228,0.00283877014990499,53.6,12,75.7622863173339,105
2017-04-29,0,"winter",29,"2017",119,0,0.00699300699300699,0.000887124028808111,51.9666666666667,11.0925925925926,83.4769098442771,112
2018-04-29,0,"winter",29,"2018",119,0,0.0174418604651163,0.000438632943873418,50.9458333333333,10.525462962963,88.9077801815771,118
2019-04-29,1,"winter",29,"2019",119,0.00072463768115942,0.00289855072463768,0.0018558247222805,52.6125,11.4513888888889,80.2924532205347,109
2020-04-29,0,"winter",29,"2020",120,0,0,0.00130773141214556,52.8625,11.5902777777778,79.1081818512612,108
2021-04-29,2,"winter",29,"2021",119,0.000993541977148535,0.000993541977148535,0.00209584909243227,57.1791666666667,13.9884259259259,62.1748009325259,91
2022-04-29,0,"winter",29,"2022",119,0,0.00293542074363992,0.00187969576265497,53.7333333333333,12.0740740740741,75.179927073767,104
2023-04-29,0,"winter",29,"2023",119,0,0,0.00278305365400358,50.1407216494845,10.0781786941581,93.5708488986051,123
2003-04-30,3,"winter",30,"2003",120,0.000691403549204886,0.000691403549204886,0.00222461543718306,50.0083333333333,10.0046296296296,94.3723847481301,124
2004-04-30,0,"winter",30,"2004",121,0,0.00792079207920792,0.00194892988247321,49.3583333333333,9.64351851851852,98.4601304979622,128
2005-04-30,3,"winter",30,"2005",120,0.000416319733555371,0.00166527893422148,0.00200405928150305,50.4125,10.2291666666667,91.9568437544873,122
2006-04-30,8,"winter",30,"2006",120,0.00120030007501875,0.00390097524381095,0.00342269428301219,49.1875,9.54861111111111,99.5782471207516,130
2007-04-30,2,"winter",30,"2007",120,0.00126502213788741,0.00379506641366224,0.00257623035012243,49.7458333333333,9.85879629629629,95.9922122776477,126
2008-04-30,5,"winter",30,"2008",121,0.0040290088638195,0.0056406124093473,0.00450861889604101,48.45,9.13888888888889,104.629086917282,135
2009-04-30,1,"winter",30,"2009",120,0.000600240096038415,0.000600240096038415,0.00422589676714287,48.65,9.25,103.222310457955,133
2010-04-30,0,"winter",30,"2010",120,0,0.00705218617771509,0.0046319046469889,49.7125,9.84027777777778,96.2008635179429,126
2011-04-30,1,"winter",30,"2011",120,0.00272479564032698,0.00544959128065395,0.00123633623416823,51.1208333333333,10.6226851851852,87.9400686270411,118
2012-04-30,0,"winter",30,"2012",121,0,0,0.00127507246526374,51.675,10.9305555555556,84.9770290026204,115
2013-04-30,0,"winter",30,"2013",120,0,0.00236406619385343,0.00119796121504143,52.7833333333333,11.5462962962963,79.4803703442529,109
2014-04-30,1,"winter",30,"2014",120,0.00155763239875389,0.00155763239875389,0.00224288120949915,51.9291666666667,11.0717592592593,83.6675626068074,114
2015-04-30,0,"winter",30,"2015",120,0,0,0.00243120398263838,52.8958333333333,11.6087962962963,78.9522471496722,109
2016-04-30,0,"winter",30,"2016",121,0,0.0175438596491228,0.00312654629344251,53.8958333333333,12.1643518518519,74.4791478075329,104
2017-04-30,1,"winter",30,"2017",120,0.00699300699300699,0.013986013986014,0.000977248815297837,52.5791666666667,11.4328703703704,80.452348805985,110
2018-04-30,0,"winter",30,"2018",120,0,0.0174418604651163,0.000483216618947742,50.5166666666667,10.287037037037,91.3492079780731,121
2019-04-30,2,"winter",30,"2019",120,0.00144927536231884,0.00434782608695652,0.0020441604901116,52.9791666666667,11.6550925925926,78.5644075480652,109
2020-04-30,0,"winter",30,"2020",121,0,0,0.00144052497403471,52.7666666666667,11.537037037037,79.5590581123862,110
2021-04-30,1,"winter",30,"2021",120,0.000496770988574267,0.0014903129657228,0.00230848706074823,57.725,14.2916666666667,60.4260171023095,90
2022-04-30,0,"winter",30,"2022",120,0,0.00293542074363992,0.00207044902449467,53.7208333333333,12.0671296296296,75.2342395080194,105
2023-04-30,0,"winter",30,"2023",120,0,0,0.00306519898189347,49.7201030927835,9.84450171821306,96.1532122487787,126
2003-05-01,2,"winter",31,"2003",121,0.000460935699469924,0.00115233924867481,0.00245028553782432,50.8375,10.4652777777778,89.5148092409918,121
2004-05-01,2,"winter",31,"2004",122,0.00066006600660066,0.00858085808580858,0.00214669397577555,49.6,9.77777777777778,96.9100710870818,128
2005-05-01,0,"winter",31,"2005",121,0,0.00166527893422148,0.0022074051570059,50.5708333333333,10.3171296296296,91.0355981659444,122
2006-05-01,0,"winter",31,"2006",121,0,0.00390097524381095,0.0037694411104414,48.9291666666667,9.40509259259259,101.305321497029,132
2007-05-01,0,"winter",31,"2007",121,0,0.00379506641366224,0.00283746764109044,49.425,9.68055555555555,98.0288600665697,129
2008-05-01,1,"winter",31,"2008",122,0.0008058017727639,0.0064464141821112,0.00496483066569536,48.3291666666667,9.07175925925926,105.492896003828,136
2009-05-01,0,"winter",31,"2009",121,0,0.000600240096038415,0.00465363458146064,48.8333333333333,9.35185185185185,101.957370659949,133
2010-05-01,2,"winter",31,"2010",121,0.00282087447108604,0.00987306064880113,0.00510052736475722,50.4791666666667,10.2662037037037,91.5672660439402,123
2011-05-01,0,"winter",31,"2011",121,0,0.00544959128065395,0.00136188986042728,51.1041666666667,10.6134259259259,88.0315539822491,119
2012-05-01,0,"winter",31,"2012",122,0,0,0.00140455433909625,51.9958333333333,11.1087962962963,83.3290713818176,114
2013-05-01,0,"winter",31,"2013",121,0,0.00236406619385343,0.0013196228928964,51.5166666666667,10.8425925925926,85.8082515658625,117
2014-05-01,0,"winter",31,"2014",121,0,0.00155763239875389,0.0024703996443834,52.05,11.1388888888889,83.0555469477959,114
2015-05-01,0,"winter",31,"2015",121,0,0,0.0026777746571833,53.3541666666667,11.8634259259259,76.853769724469,108
2016-05-01,1,"winter",31,"2016",122,0.00584795321637427,0.0233918128654971,0.00344339458002501,54.3,12.3888888888889,72.7778062313914,104
2017-05-01,0,"winter",31,"2017",121,0,0.013986013986014,0.00107651970211374,52.7916666666667,11.5509259259259,79.4410699233274,110
2018-05-01,0,"winter",31,"2018",121,0,0.0174418604651163,0.000532329469345293,50.8166666666667,10.4537037037037,89.6322531205611,121
2019-05-01,0,"winter",31,"2019",121,0,0.00434782608695652,0.00225156613489073,52.8333333333333,11.5740740740741,79.2450013176628,110
2020-05-01,0,"winter",31,"2020",122,0,0,0.00158678163068612,52.3166666666667,11.287037037037,81.7282676730639,113
2021-05-01,1,"winter",31,"2021",121,0.000496770988574267,0.00198708395429707,0.00254264361018985,57.8041666666667,14.3356481481481,60.1784732670547,91
2022-05-01,2,"winter",31,"2022",121,0.00195694716242661,0.00489236790606654,0.00228051587455475,53.875,12.1527777777778,74.5684462764324,106
2023-05-01,0,"winter",31,"2023",121,0,0,0.00337585130531489,49.2994845360825,9.61082474226804,98.8431793247,130
2003-05-02,0,"winter",32,"2003",122,0,0.00115233924867481,0.00269878621222192,50.875,10.4861111111111,89.3039870933752,121
2004-05-02,0,"winter",32,"2004",123,0,0.00858085808580858,0.00236447827612501,49.5833333333333,9.76851851851852,97.0158008390284,129
2005-05-02,3,"winter",32,"2005",122,0.000416319733555371,0.00208159866777685,0.00243133366149688,50.6916666666667,10.3842592592593,90.341760145785,122
2006-05-02,3,"winter",32,"2006",122,0.000450112528132033,0.00435108777194299,0.00415116989335744,48.9916666666667,9.43981481481481,100.883412787695,133
2007-05-02,3,"winter",32,"2007",122,0.00189753320683112,0.00569259962049336,0.00312511215852925,48.9708333333333,9.42824074074074,101.023757749825,133
2008-05-02,0,"winter",32,"2008",123,0,0.0064464141821112,0.00546695143722927,48.875,9.375,101.673105171778,134
2009-05-02,1,"winter",32,"2009",122,0.000600240096038415,0.00120048019207683,0.00512444445892887,48.6083333333333,9.22685185185185,103.513055936519,136
2010-05-02,1,"winter",32,"2010",122,0.00141043723554302,0.0112834978843441,0.00561629443237469,51.175,10.6527777777778,87.643717224429,120
2011-05-02,0,"winter",32,"2011",122,0,0.00544959128065395,0.00150017467989666,52.3791666666667,11.3217592592593,81.4217577810145,113
